Time [ms],Speed_target [m/s],Speed [m/s],Theta_Target [deg], Theta [deg],Position [m]
3030,0,-0.001,0.001,-0.624,-391
3035,0,-0.001,0.001,-0.624,-391
3040,0,-0.001,0,-0.636,-391
3045,0,-0.001,0.001,-0.638,-391
3050,0,-0.002,0,-0.653,-391
3055,0,0,0.001,-0.645,-391
3060,0,0.001,0,-0.621,-391
3065,0,-0.003,-0.001,-0.663,-391
3070,0,0,0.002,-0.649,-391
3075,0,0,0,-0.641,-391
3080,0,0,0,-0.626,-391
3085,0,0,0,-0.622,-391
3090,0,0,0,-0.611,-391
